"lag","cost","nu","gamma","corr_pred"
4,2048,0.1,512,0.143992707573923
5,2048,0.1,512,0.143992707573923
1,2048,0.2,512,0.143994956312282
2,2048,0.2,512,0.143994956312282
3,2048,0.2,512,0.143994956312282
4,2048,0.2,512,0.143994956312282
5,2048,0.2,512,0.143994956312282
1,4096,0.8,128,0.152948138338038
2,4096,0.8,128,0.152948138338038
3,4096,0.8,128,0.152948138338038
4,4096,0.8,128,0.152948138338038
5,4096,0.8,128,0.152948138338038
1,4096,0.9,128,0.153004097830497
2,4096,0.9,128,0.153004097830497
3,4096,0.9,128,0.153004097830497
4,4096,0.9,128,0.153004097830497
5,4096,0.9,128,0.153004097830497
1,4096,0.7,128,0.153024539136482
2,4096,0.7,128,0.153024539136482
3,4096,0.7,128,0.153024539136482
4,4096,0.7,128,0.153024539136482
5,4096,0.7,128,0.153024539136482
1,4096,0.6,128,0.153036007500413
2,4096,0.6,128,0.153036007500413
3,4096,0.6,128,0.153036007500413
4,4096,0.6,128,0.153036007500413
5,4096,0.6,128,0.153036007500413
1,4096,0.5,128,0.153049555889221
2,4096,0.5,128,0.153049555889221
3,4096,0.5,128,0.153049555889221
4,4096,0.5,128,0.153049555889221
5,4096,0.5,128,0.153049555889221
1,4096,0.4,128,0.154709040563853
2,4096,0.4,128,0.154709040563853
3,4096,0.4,128,0.154709040563853
4,4096,0.4,128,0.154709040563853
5,4096,0.4,128,0.154709040563853
1,1024,0.9,256,0.16347225966858
2,1024,0.9,256,0.16347225966858
3,1024,0.9,256,0.16347225966858
4,1024,0.9,256,0.16347225966858
5,1024,0.9,256,0.16347225966858
1,1024,0.8,256,0.163482676955296
2,1024,0.8,256,0.163482676955296
3,1024,0.8,256,0.163482676955296
4,1024,0.8,256,0.163482676955296
5,1024,0.8,256,0.163482676955296
1,1024,0.7,256,0.163512894813191
2,1024,0.7,256,0.163512894813191
3,1024,0.7,256,0.163512894813191
4,1024,0.7,256,0.163512894813191
5,1024,0.7,256,0.163512894813191
1,1024,0.6,256,0.163535327432014
2,1024,0.6,256,0.163535327432014
3,1024,0.6,256,0.163535327432014
4,1024,0.6,256,0.163535327432014
5,1024,0.6,256,0.163535327432014
1,1024,0.5,256,0.163545000893308
2,1024,0.5,256,0.163545000893308
3,1024,0.5,256,0.163545000893308
4,1024,0.5,256,0.163545000893308
5,1024,0.5,256,0.163545000893308
1,1024,0.4,256,0.16357401219432
2,1024,0.4,256,0.16357401219432
3,1024,0.4,256,0.16357401219432
4,1024,0.4,256,0.16357401219432
5,1024,0.4,256,0.16357401219432
1,1024,0.3,256,0.163602516610668
2,1024,0.3,256,0.163602516610668
3,1024,0.3,256,0.163602516610668
4,1024,0.3,256,0.163602516610668
5,1024,0.3,256,0.163602516610668
1,4096,0.3,128,0.164539769306115
2,4096,0.3,128,0.164539769306115
3,4096,0.3,128,0.164539769306115
4,4096,0.3,128,0.164539769306115
5,4096,0.3,128,0.164539769306115
1,2048,0.5,128,0.167356927152532
2,2048,0.5,128,0.167356927152532
3,2048,0.5,128,0.167356927152532
4,2048,0.5,128,0.167356927152532
5,2048,0.5,128,0.167356927152532
1,2048,0.7,128,0.167372446136944
2,2048,0.7,128,0.167372446136944
3,2048,0.7,128,0.167372446136944
4,2048,0.7,128,0.167372446136944
5,2048,0.7,128,0.167372446136944
1,2048,0.8,128,0.167383472686875
2,2048,0.8,128,0.167383472686875
3,2048,0.8,128,0.167383472686875
4,2048,0.8,128,0.167383472686875
5,2048,0.8,128,0.167383472686875
1,2048,0.6,128,0.167405820830303
2,2048,0.6,128,0.167405820830303
3,2048,0.6,128,0.167405820830303
4,2048,0.6,128,0.167405820830303
5,2048,0.6,128,0.167405820830303
1,2048,0.9,128,0.167405960569191
2,2048,0.9,128,0.167405960569191
3,2048,0.9,128,0.167405960569191
4,2048,0.9,128,0.167405960569191
5,2048,0.9,128,0.167405960569191
1,2048,0.4,128,0.167438425565157
2,2048,0.4,128,0.167438425565157
3,2048,0.4,128,0.167438425565157
4,2048,0.4,128,0.167438425565157
5,2048,0.4,128,0.167438425565157
1,4096,0.4,64,0.17017719692419
2,4096,0.4,64,0.17017719692419
3,4096,0.4,64,0.17017719692419
4,4096,0.4,64,0.17017719692419
5,4096,0.4,64,0.17017719692419
1,4096,0.5,64,0.170216592515142
2,4096,0.5,64,0.170216592515142
3,4096,0.5,64,0.170216592515142
4,4096,0.5,64,0.170216592515142
5,4096,0.5,64,0.170216592515142
1,4096,0.1,256,0.171321609424324
2,4096,0.1,256,0.171321609424324
3,4096,0.1,256,0.171321609424324
4,4096,0.1,256,0.171321609424324
5,4096,0.1,256,0.171321609424324
1,4096,0.9,64,0.17222558655831
2,4096,0.9,64,0.17222558655831
3,4096,0.9,64,0.17222558655831
4,4096,0.9,64,0.17222558655831
5,4096,0.9,64,0.17222558655831
1,4096,0.8,64,0.172258777731663
2,4096,0.8,64,0.172258777731663
3,4096,0.8,64,0.172258777731663
4,4096,0.8,64,0.172258777731663
5,4096,0.8,64,0.172258777731663
1,4096,0.7,64,0.172440196271205
2,4096,0.7,64,0.172440196271205
3,4096,0.7,64,0.172440196271205
4,4096,0.7,64,0.172440196271205
5,4096,0.7,64,0.172440196271205
1,4096,0.6,64,0.173913593956344
2,4096,0.6,64,0.173913593956344
3,4096,0.6,64,0.173913593956344
4,4096,0.6,64,0.173913593956344
5,4096,0.6,64,0.173913593956344
1,2048,0.9,64,0.185452938251527
2,2048,0.9,64,0.185452938251527
3,2048,0.9,64,0.185452938251527
4,2048,0.9,64,0.185452938251527
5,2048,0.9,64,0.185452938251527
1,2048,0.7,64,0.185530015870807
2,2048,0.7,64,0.185530015870807
3,2048,0.7,64,0.185530015870807
4,2048,0.7,64,0.185530015870807
5,2048,0.7,64,0.185530015870807
1,2048,0.6,64,0.185548279516339
2,2048,0.6,64,0.185548279516339
3,2048,0.6,64,0.185548279516339
4,2048,0.6,64,0.185548279516339
5,2048,0.6,64,0.185548279516339
1,2048,0.8,64,0.185573464957796
2,2048,0.8,64,0.185573464957796
3,2048,0.8,64,0.185573464957796
4,2048,0.8,64,0.185573464957796
5,2048,0.8,64,0.185573464957796
1,1024,0.2,256,0.187127764893297
2,1024,0.2,256,0.187127764893297
3,1024,0.2,256,0.187127764893297
4,1024,0.2,256,0.187127764893297
5,1024,0.2,256,0.187127764893297
1,4096,0.7,32,0.189786623585353
2,4096,0.7,32,0.189786623585353
3,4096,0.7,32,0.189786623585353
4,4096,0.7,32,0.189786623585353
5,4096,0.7,32,0.189786623585353
1,2048,0.3,128,0.190299580186135
2,2048,0.3,128,0.190299580186135
3,2048,0.3,128,0.190299580186135
4,2048,0.3,128,0.190299580186135
5,2048,0.3,128,0.190299580186135
1,1024,0.7,128,0.191760877195806
2,1024,0.7,128,0.191760877195806
3,1024,0.7,128,0.191760877195806
4,1024,0.7,128,0.191760877195806
5,1024,0.7,128,0.191760877195806
1,1024,0.9,128,0.191768415374816
2,1024,0.9,128,0.191768415374816
3,1024,0.9,128,0.191768415374816
4,1024,0.9,128,0.191768415374816
5,1024,0.9,128,0.191768415374816
1,1024,0.6,128,0.191777305980588
2,1024,0.6,128,0.191777305980588
3,1024,0.6,128,0.191777305980588
4,1024,0.6,128,0.191777305980588
5,1024,0.6,128,0.191777305980588
1,1024,0.5,128,0.191795516387452
2,1024,0.5,128,0.191795516387452
3,1024,0.5,128,0.191795516387452
4,1024,0.5,128,0.191795516387452
5,1024,0.5,128,0.191795516387452
1,1024,0.8,128,0.191818823705418
2,1024,0.8,128,0.191818823705418
3,1024,0.8,128,0.191818823705418
4,1024,0.8,128,0.191818823705418
5,1024,0.8,128,0.191818823705418
1,4096,0.3,64,0.192140252426124
2,4096,0.3,64,0.192140252426124
3,4096,0.3,64,0.192140252426124
4,4096,0.3,64,0.192140252426124
5,4096,0.3,64,0.192140252426124
1,1024,0.8,512,0.193525021158068
2,1024,0.8,512,0.193525021158068
3,1024,0.8,512,0.193525021158068
4,1024,0.8,512,0.193525021158068
5,1024,0.8,512,0.193525021158068
1,1024,0.7,512,0.193539020687472
2,1024,0.7,512,0.193539020687472
3,1024,0.7,512,0.193539020687472
4,1024,0.7,512,0.193539020687472
5,1024,0.7,512,0.193539020687472
1,1024,0.9,512,0.193539515836787
2,1024,0.9,512,0.193539515836787
3,1024,0.9,512,0.193539515836787
4,1024,0.9,512,0.193539515836787
5,1024,0.9,512,0.193539515836787
1,1024,0.5,512,0.193548507330923
2,1024,0.5,512,0.193548507330923
3,1024,0.5,512,0.193548507330923
4,1024,0.5,512,0.193548507330923
5,1024,0.5,512,0.193548507330923
1,1024,0.6,512,0.193553656683953
2,1024,0.6,512,0.193553656683953
3,1024,0.6,512,0.193553656683953
4,1024,0.6,512,0.193553656683953
5,1024,0.6,512,0.193553656683953
1,1024,0.3,512,0.193553953823901
2,1024,0.3,512,0.193553953823901
3,1024,0.3,512,0.193553953823901
4,1024,0.3,512,0.193553953823901
5,1024,0.3,512,0.193553953823901
1,1024,0.4,512,0.193559902298928
2,1024,0.4,512,0.193559902298928
3,1024,0.4,512,0.193559902298928
4,1024,0.4,512,0.193559902298928
5,1024,0.4,512,0.193559902298928
1,1024,0.2,512,0.193573181657203
2,1024,0.2,512,0.193573181657203
3,1024,0.2,512,0.193573181657203
4,1024,0.2,512,0.193573181657203
5,1024,0.2,512,0.193573181657203
1,1024,0.1,512,0.193593492130311
2,1024,0.1,512,0.193593492130311
3,1024,0.1,512,0.193593492130311
4,1024,0.1,512,0.193593492130311
5,1024,0.1,512,0.193593492130311
1,512,0.9,256,0.194000637442509
2,512,0.9,256,0.194000637442509
3,512,0.9,256,0.194000637442509
4,512,0.9,256,0.194000637442509
5,512,0.9,256,0.194000637442509
1,512,0.8,256,0.194014594404866
2,512,0.8,256,0.194014594404866
3,512,0.8,256,0.194014594404866
4,512,0.8,256,0.194014594404866
5,512,0.8,256,0.194014594404866
1,512,0.7,256,0.194033982138723
2,512,0.7,256,0.194033982138723
3,512,0.7,256,0.194033982138723
4,512,0.7,256,0.194033982138723
5,512,0.7,256,0.194033982138723
1,512,0.6,256,0.194090049354307
2,512,0.6,256,0.194090049354307
3,512,0.6,256,0.194090049354307
4,512,0.6,256,0.194090049354307
5,512,0.6,256,0.194090049354307
1,512,0.5,256,0.194106882280652
2,512,0.5,256,0.194106882280652
3,512,0.5,256,0.194106882280652
4,512,0.5,256,0.194106882280652
5,512,0.5,256,0.194106882280652
1,512,0.4,256,0.194108570987877
2,512,0.4,256,0.194108570987877
3,512,0.4,256,0.194108570987877
4,512,0.4,256,0.194108570987877
5,512,0.4,256,0.194108570987877
1,512,0.3,256,0.194142433018559
2,512,0.3,256,0.194142433018559
3,512,0.3,256,0.194142433018559
4,512,0.3,256,0.194142433018559
5,512,0.3,256,0.194142433018559
1,4096,0.9,32,0.196676123922327
2,4096,0.9,32,0.196676123922327
3,4096,0.9,32,0.196676123922327
4,4096,0.9,32,0.196676123922327
5,4096,0.9,32,0.196676123922327
1,1024,0.4,128,0.197152319295788
2,1024,0.4,128,0.197152319295788
3,1024,0.4,128,0.197152319295788
4,1024,0.4,128,0.197152319295788
5,1024,0.4,128,0.197152319295788
1,4096,0.8,32,0.198444759390502
2,4096,0.8,32,0.198444759390502
3,4096,0.8,32,0.198444759390502
4,4096,0.8,32,0.198444759390502
5,4096,0.8,32,0.198444759390502
1,2048,0.5,64,0.207909499238681
2,2048,0.5,64,0.207909499238681
3,2048,0.5,64,0.207909499238681
4,2048,0.5,64,0.207909499238681
5,2048,0.5,64,0.207909499238681
1,512,0.9,128,0.209710239815472
2,512,0.9,128,0.209710239815472
3,512,0.9,128,0.209710239815472
4,512,0.9,128,0.209710239815472
5,512,0.9,128,0.209710239815472
1,512,0.6,128,0.20973838377767
2,512,0.6,128,0.20973838377767
3,512,0.6,128,0.20973838377767
4,512,0.6,128,0.20973838377767
5,512,0.6,128,0.20973838377767
1,512,0.7,128,0.209794321781741
2,512,0.7,128,0.209794321781741
3,512,0.7,128,0.209794321781741
4,512,0.7,128,0.209794321781741
5,512,0.7,128,0.209794321781741
1,512,0.8,128,0.20980645894379
2,512,0.8,128,0.20980645894379
3,512,0.8,128,0.20980645894379
4,512,0.8,128,0.20980645894379
5,512,0.8,128,0.20980645894379
1,512,0.5,128,0.209829554317115
2,512,0.5,128,0.209829554317115
3,512,0.5,128,0.209829554317115
4,512,0.5,128,0.209829554317115
5,512,0.5,128,0.209829554317115
1,256,0.9,256,0.217436423871712
2,256,0.9,256,0.217436423871712
3,256,0.9,256,0.217436423871712
4,256,0.9,256,0.217436423871712
5,256,0.9,256,0.217436423871712
1,256,0.8,256,0.217437336184394
2,256,0.8,256,0.217437336184394
3,256,0.8,256,0.217437336184394
4,256,0.8,256,0.217437336184394
5,256,0.8,256,0.217437336184394
1,256,0.7,256,0.217474432625148
2,256,0.7,256,0.217474432625148
3,256,0.7,256,0.217474432625148
4,256,0.7,256,0.217474432625148
5,256,0.7,256,0.217474432625148
1,256,0.6,256,0.217510872029616
2,256,0.6,256,0.217510872029616
3,256,0.6,256,0.217510872029616
4,256,0.6,256,0.217510872029616
5,256,0.6,256,0.217510872029616
1,256,0.5,256,0.217527091620077
2,256,0.5,256,0.217527091620077
3,256,0.5,256,0.217527091620077
4,256,0.5,256,0.217527091620077
5,256,0.5,256,0.217527091620077
1,256,0.4,256,0.217548280524969
2,256,0.4,256,0.217548280524969
3,256,0.4,256,0.217548280524969
4,256,0.4,256,0.217548280524969
5,256,0.4,256,0.217548280524969
1,4096,0.2,128,0.223476827875329
2,4096,0.2,128,0.223476827875329
3,4096,0.2,128,0.223476827875329
4,4096,0.2,128,0.223476827875329
5,4096,0.2,128,0.223476827875329
1,2048,0.4,64,0.223900862459748
2,2048,0.4,64,0.223900862459748
3,2048,0.4,64,0.223900862459748
4,2048,0.4,64,0.223900862459748
5,2048,0.4,64,0.223900862459748
1,256,0.3,256,0.227631530295235
2,256,0.3,256,0.227631530295235
3,256,0.3,256,0.227631530295235
4,256,0.3,256,0.227631530295235
5,256,0.3,256,0.227631530295235
1,4096,0.6,32,0.22801329632858
2,4096,0.6,32,0.22801329632858
3,4096,0.6,32,0.22801329632858
4,4096,0.6,32,0.22801329632858
5,4096,0.6,32,0.22801329632858
1,2048,0.7,32,0.229990083704949
2,2048,0.7,32,0.229990083704949
3,2048,0.7,32,0.229990083704949
4,2048,0.7,32,0.229990083704949
5,2048,0.7,32,0.229990083704949
1,2048,0.8,32,0.230015317533366
2,2048,0.8,32,0.230015317533366
3,2048,0.8,32,0.230015317533366
4,2048,0.8,32,0.230015317533366
5,2048,0.8,32,0.230015317533366
1,2048,0.9,32,0.230028552867269
2,2048,0.9,32,0.230028552867269
3,2048,0.9,32,0.230028552867269
4,2048,0.9,32,0.230028552867269
5,2048,0.9,32,0.230028552867269
1,4096,0.9,16,0.230228130057409
2,4096,0.9,16,0.230228130057409
3,4096,0.9,16,0.230228130057409
4,4096,0.9,16,0.230228130057409
5,4096,0.9,16,0.230228130057409
1,2048,0.1,256,0.230527922509878
2,2048,0.1,256,0.230527922509878
3,2048,0.1,256,0.230527922509878
4,2048,0.1,256,0.230527922509878
5,2048,0.1,256,0.230527922509878
1,512,0.7,512,0.231813144067493
2,512,0.7,512,0.231813144067493
3,512,0.7,512,0.231813144067493
4,512,0.7,512,0.231813144067493
5,512,0.7,512,0.231813144067493
1,512,0.8,512,0.231817315838124
2,512,0.8,512,0.231817315838124
3,512,0.8,512,0.231817315838124
4,512,0.8,512,0.231817315838124
5,512,0.8,512,0.231817315838124
1,512,0.9,512,0.231844490053307
2,512,0.9,512,0.231844490053307
3,512,0.9,512,0.231844490053307
4,512,0.9,512,0.231844490053307
5,512,0.9,512,0.231844490053307
1,512,0.5,512,0.2318466177758
2,512,0.5,512,0.2318466177758
3,512,0.5,512,0.2318466177758
4,512,0.5,512,0.2318466177758
5,512,0.5,512,0.2318466177758
1,512,0.6,512,0.231854205455899
2,512,0.6,512,0.231854205455899
3,512,0.6,512,0.231854205455899
4,512,0.6,512,0.231854205455899
5,512,0.6,512,0.231854205455899
1,512,0.4,512,0.231881169943204
2,512,0.4,512,0.231881169943204
3,512,0.4,512,0.231881169943204
4,512,0.4,512,0.231881169943204
5,512,0.4,512,0.231881169943204
1,512,0.3,512,0.231890803881144
2,512,0.3,512,0.231890803881144
3,512,0.3,512,0.231890803881144
4,512,0.3,512,0.231890803881144
5,512,0.3,512,0.231890803881144
1,512,0.2,512,0.231900746558563
2,512,0.2,512,0.231900746558563
3,512,0.2,512,0.231900746558563
4,512,0.2,512,0.231900746558563
5,512,0.2,512,0.231900746558563
1,1024,0.9,64,0.232943484859428
2,1024,0.9,64,0.232943484859428
3,1024,0.9,64,0.232943484859428
4,1024,0.9,64,0.232943484859428
5,1024,0.9,64,0.232943484859428
1,1024,0.7,64,0.233057187467701
2,1024,0.7,64,0.233057187467701
3,1024,0.7,64,0.233057187467701
4,1024,0.7,64,0.233057187467701
5,1024,0.7,64,0.233057187467701
1,4096,0.8,16,0.23307197990866
2,4096,0.8,16,0.23307197990866
3,4096,0.8,16,0.23307197990866
4,4096,0.8,16,0.23307197990866
5,4096,0.8,16,0.23307197990866
1,1024,0.6,64,0.233143221510386
2,1024,0.6,64,0.233143221510386
3,1024,0.6,64,0.233143221510386
4,1024,0.6,64,0.233143221510386
5,1024,0.6,64,0.233143221510386
1,1024,0.8,64,0.233143257475395
2,1024,0.8,64,0.233143257475395
3,1024,0.8,64,0.233143257475395
4,1024,0.8,64,0.233143257475395
5,1024,0.8,64,0.233143257475395
1,512,0.4,128,0.233657492389417
2,512,0.4,128,0.233657492389417
3,512,0.4,128,0.233657492389417
4,512,0.4,128,0.233657492389417
5,512,0.4,128,0.233657492389417
1,1024,0.3,128,0.234612293488227
2,1024,0.3,128,0.234612293488227
3,1024,0.3,128,0.234612293488227
4,1024,0.3,128,0.234612293488227
5,1024,0.3,128,0.234612293488227
1,4096,0.2,64,0.240646726465097
2,4096,0.2,64,0.240646726465097
3,4096,0.2,64,0.240646726465097
4,4096,0.2,64,0.240646726465097
5,4096,0.2,64,0.240646726465097
1,512,0.2,256,0.242577972749945
2,512,0.2,256,0.242577972749945
3,512,0.2,256,0.242577972749945
4,512,0.2,256,0.242577972749945
5,512,0.2,256,0.242577972749945
1,4096,0.7,16,0.243071476148374
2,4096,0.7,16,0.243071476148374
3,4096,0.7,16,0.243071476148374
4,4096,0.7,16,0.243071476148374
5,4096,0.7,16,0.243071476148374
1,256,0.9,128,0.247331382623878
2,256,0.9,128,0.247331382623878
3,256,0.9,128,0.247331382623878
4,256,0.9,128,0.247331382623878
5,256,0.9,128,0.247331382623878
1,256,0.8,128,0.247362840301792
2,256,0.8,128,0.247362840301792
3,256,0.8,128,0.247362840301792
4,256,0.8,128,0.247362840301792
5,256,0.8,128,0.247362840301792
1,256,0.7,128,0.247423153705683
2,256,0.7,128,0.247423153705683
3,256,0.7,128,0.247423153705683
4,256,0.7,128,0.247423153705683
5,256,0.7,128,0.247423153705683
1,256,0.6,128,0.247454072937626
2,256,0.6,128,0.247454072937626
3,256,0.6,128,0.247454072937626
4,256,0.6,128,0.247454072937626
5,256,0.6,128,0.247454072937626
1,512,0.1,512,0.250152043385488
2,512,0.1,512,0.250152043385488
3,512,0.1,512,0.250152043385488
4,512,0.1,512,0.250152043385488
5,512,0.1,512,0.250152043385488
1,256,0.5,128,0.251474572391159
2,256,0.5,128,0.251474572391159
3,256,0.5,128,0.251474572391159
4,256,0.5,128,0.251474572391159
5,256,0.5,128,0.251474572391159
1,128,0.9,256,0.253832202661847
2,128,0.9,256,0.253832202661847
3,128,0.9,256,0.253832202661847
4,128,0.9,256,0.253832202661847
5,128,0.9,256,0.253832202661847
1,128,0.8,256,0.25383539732806
2,128,0.8,256,0.25383539732806
3,128,0.8,256,0.25383539732806
4,128,0.8,256,0.25383539732806
5,128,0.8,256,0.25383539732806
1,128,0.7,256,0.25386153844423
2,128,0.7,256,0.25386153844423
3,128,0.7,256,0.25386153844423
4,128,0.7,256,0.25386153844423
5,128,0.7,256,0.25386153844423
1,128,0.6,256,0.253890153764856
2,128,0.6,256,0.253890153764856
3,128,0.6,256,0.253890153764856
4,128,0.6,256,0.253890153764856
5,128,0.6,256,0.253890153764856
1,128,0.5,256,0.253894633747645
2,128,0.5,256,0.253894633747645
3,128,0.5,256,0.253894633747645
4,128,0.5,256,0.253894633747645
5,128,0.5,256,0.253894633747645
1,128,0.4,256,0.253933697656288
2,128,0.4,256,0.253933697656288
3,128,0.4,256,0.253933697656288
4,128,0.4,256,0.253933697656288
5,128,0.4,256,0.253933697656288
1,2048,0.2,128,0.255159406962171
2,2048,0.2,128,0.255159406962171
3,2048,0.2,128,0.255159406962171
4,2048,0.2,128,0.255159406962171
5,2048,0.2,128,0.255159406962171
1,4096,0.6,16,0.255953884788887
2,4096,0.6,16,0.255953884788887
3,4096,0.6,16,0.255953884788887
4,4096,0.6,16,0.255953884788887
5,4096,0.6,16,0.255953884788887
1,256,0.9,512,0.256220860237398
2,256,0.9,512,0.256220860237398
3,256,0.9,512,0.256220860237398
4,256,0.9,512,0.256220860237398
5,256,0.9,512,0.256220860237398
1,256,0.8,512,0.256235353656095
2,256,0.8,512,0.256235353656095
3,256,0.8,512,0.256235353656095
4,256,0.8,512,0.256235353656095
5,256,0.8,512,0.256235353656095
1,256,0.7,512,0.256253044007754
2,256,0.7,512,0.256253044007754
3,256,0.7,512,0.256253044007754
4,256,0.7,512,0.256253044007754
5,256,0.7,512,0.256253044007754
