"lag","cost","nu","gamma","corr_pred"
5,2048,0.6,256,0.117648107244414
1,2048,0.9,256,0.117651524346456
2,2048,0.9,256,0.117651524346456
3,2048,0.9,256,0.117651524346456
4,2048,0.9,256,0.117651524346456
5,2048,0.9,256,0.117651524346456
1,2048,0.2,256,0.11765285209035
2,2048,0.2,256,0.11765285209035
3,2048,0.2,256,0.11765285209035
4,2048,0.2,256,0.11765285209035
5,2048,0.2,256,0.11765285209035
1,2048,0.4,256,0.117653861125954
2,2048,0.4,256,0.117653861125954
3,2048,0.4,256,0.117653861125954
4,2048,0.4,256,0.117653861125954
5,2048,0.4,256,0.117653861125954
1,2048,0.3,256,0.117664287922196
2,2048,0.3,256,0.117664287922196
3,2048,0.3,256,0.117664287922196
4,2048,0.3,256,0.117664287922196
5,2048,0.3,256,0.117664287922196
1,1024,0.3,128,0.118734739432491
2,1024,0.3,128,0.118734739432491
3,1024,0.3,128,0.118734739432491
4,1024,0.3,128,0.118734739432491
5,1024,0.3,128,0.118734739432491
1,4096,0.1,128,0.118758210809948
2,4096,0.1,128,0.118758210809948
3,4096,0.1,128,0.118758210809948
4,4096,0.1,128,0.118758210809948
5,4096,0.1,128,0.118758210809948
1,1024,0.2,256,0.119081797923528
2,1024,0.2,256,0.119081797923528
3,1024,0.2,256,0.119081797923528
4,1024,0.2,256,0.119081797923528
5,1024,0.2,256,0.119081797923528
1,4096,0.2,64,0.121721905537396
2,4096,0.2,64,0.121721905537396
3,4096,0.2,64,0.121721905537396
4,4096,0.2,64,0.121721905537396
5,4096,0.2,64,0.121721905537396
1,4096,0.7,8,0.122101531721671
2,4096,0.7,8,0.122101531721671
3,4096,0.7,8,0.122101531721671
4,4096,0.7,8,0.122101531721671
5,4096,0.7,8,0.122101531721671
1,512,0.4,128,0.122321642592151
2,512,0.4,128,0.122321642592151
3,512,0.4,128,0.122321642592151
4,512,0.4,128,0.122321642592151
5,512,0.4,128,0.122321642592151
1,512,0.6,256,0.125772326991856
2,512,0.6,256,0.125772326991856
3,512,0.6,256,0.125772326991856
4,512,0.6,256,0.125772326991856
5,512,0.6,256,0.125772326991856
1,512,0.7,256,0.125774549318381
2,512,0.7,256,0.125774549318381
3,512,0.7,256,0.125774549318381
4,512,0.7,256,0.125774549318381
5,512,0.7,256,0.125774549318381
1,512,0.4,256,0.125785393342651
2,512,0.4,256,0.125785393342651
3,512,0.4,256,0.125785393342651
4,512,0.4,256,0.125785393342651
5,512,0.4,256,0.125785393342651
1,512,0.8,256,0.125786941598494
2,512,0.8,256,0.125786941598494
3,512,0.8,256,0.125786941598494
4,512,0.8,256,0.125786941598494
5,512,0.8,256,0.125786941598494
1,512,0.5,256,0.12579011244541
2,512,0.5,256,0.12579011244541
3,512,0.5,256,0.12579011244541
4,512,0.5,256,0.12579011244541
5,512,0.5,256,0.12579011244541
1,512,0.3,256,0.125801591024556
2,512,0.3,256,0.125801591024556
3,512,0.3,256,0.125801591024556
4,512,0.3,256,0.125801591024556
5,512,0.3,256,0.125801591024556
1,512,0.9,256,0.125828580466124
2,512,0.9,256,0.125828580466124
3,512,0.9,256,0.125828580466124
4,512,0.9,256,0.125828580466124
5,512,0.9,256,0.125828580466124
1,2048,0.1,256,0.125896622331321
2,2048,0.1,256,0.125896622331321
3,2048,0.1,256,0.125896622331321
4,2048,0.1,256,0.125896622331321
5,2048,0.1,256,0.125896622331321
1,2048,0.3,64,0.12698392100485
2,2048,0.3,64,0.12698392100485
3,2048,0.3,64,0.12698392100485
4,2048,0.3,64,0.12698392100485
5,2048,0.3,64,0.12698392100485
1,1024,0.2,128,0.127359438729726
2,1024,0.2,128,0.127359438729726
3,1024,0.2,128,0.127359438729726
4,1024,0.2,128,0.127359438729726
5,1024,0.2,128,0.127359438729726
1,1024,0.8,64,0.12769650896932
2,1024,0.8,64,0.12769650896932
3,1024,0.8,64,0.12769650896932
4,1024,0.8,64,0.12769650896932
5,1024,0.8,64,0.12769650896932
1,1024,0.9,64,0.127698874821325
2,1024,0.9,64,0.127698874821325
3,1024,0.9,64,0.127698874821325
4,1024,0.9,64,0.127698874821325
5,1024,0.9,64,0.127698874821325
1,1024,0.7,64,0.127711926681482
2,1024,0.7,64,0.127711926681482
3,1024,0.7,64,0.127711926681482
4,1024,0.7,64,0.127711926681482
5,1024,0.7,64,0.127711926681482
1,1024,0.6,64,0.128035637315543
2,1024,0.6,64,0.128035637315543
3,1024,0.6,64,0.128035637315543
4,1024,0.6,64,0.128035637315543
5,1024,0.6,64,0.128035637315543
1,2048,0.4,64,0.128868278587758
2,2048,0.4,64,0.128868278587758
3,2048,0.4,64,0.128868278587758
4,2048,0.4,64,0.128868278587758
5,2048,0.4,64,0.128868278587758
1,4096,0.9,16,0.130187972006281
2,4096,0.9,16,0.130187972006281
3,4096,0.9,16,0.130187972006281
4,4096,0.9,16,0.130187972006281
5,4096,0.9,16,0.130187972006281
1,4096,0.8,16,0.130984049835147
2,4096,0.8,16,0.130984049835147
3,4096,0.8,16,0.130984049835147
4,4096,0.8,16,0.130984049835147
5,4096,0.8,16,0.130984049835147
1,2048,0.4,512,0.131033236133707
2,2048,0.4,512,0.131033236133707
3,2048,0.4,512,0.131033236133707
4,2048,0.4,512,0.131033236133707
5,2048,0.4,512,0.131033236133707
1,2048,0.6,512,0.131033523280165
2,2048,0.6,512,0.131033523280165
3,2048,0.6,512,0.131033523280165
4,2048,0.6,512,0.131033523280165
5,2048,0.6,512,0.131033523280165
1,2048,0.9,512,0.131033729339933
2,2048,0.9,512,0.131033729339933
3,2048,0.9,512,0.131033729339933
4,2048,0.9,512,0.131033729339933
5,2048,0.9,512,0.131033729339933
1,2048,0.8,512,0.131034127117885
2,2048,0.8,512,0.131034127117885
3,2048,0.8,512,0.131034127117885
4,2048,0.8,512,0.131034127117885
5,2048,0.8,512,0.131034127117885
1,2048,0.7,512,0.131038736067937
2,2048,0.7,512,0.131038736067937
3,2048,0.7,512,0.131038736067937
4,2048,0.7,512,0.131038736067937
5,2048,0.7,512,0.131038736067937
1,2048,0.5,512,0.131040950709413
2,2048,0.5,512,0.131040950709413
3,2048,0.5,512,0.131040950709413
4,2048,0.5,512,0.131040950709413
5,2048,0.5,512,0.131040950709413
1,2048,0.3,512,0.131048275695197
2,2048,0.3,512,0.131048275695197
3,2048,0.3,512,0.131048275695197
4,2048,0.3,512,0.131048275695197
5,2048,0.3,512,0.131048275695197
1,2048,0.2,512,0.131057006709677
2,2048,0.2,512,0.131057006709677
3,2048,0.2,512,0.131057006709677
4,2048,0.2,512,0.131057006709677
5,2048,0.2,512,0.131057006709677
1,2048,0.1,512,0.131065924320856
2,2048,0.1,512,0.131065924320856
3,2048,0.1,512,0.131065924320856
4,2048,0.1,512,0.131065924320856
5,2048,0.1,512,0.131065924320856
1,1024,0.5,512,0.131113700019175
2,1024,0.5,512,0.131113700019175
3,1024,0.5,512,0.131113700019175
4,1024,0.5,512,0.131113700019175
5,1024,0.5,512,0.131113700019175
1,1024,0.8,512,0.131123227387479
2,1024,0.8,512,0.131123227387479
3,1024,0.8,512,0.131123227387479
4,1024,0.8,512,0.131123227387479
5,1024,0.8,512,0.131123227387479
1,1024,0.7,512,0.131124940261843
2,1024,0.7,512,0.131124940261843
3,1024,0.7,512,0.131124940261843
4,1024,0.7,512,0.131124940261843
5,1024,0.7,512,0.131124940261843
1,1024,0.3,512,0.131126462549167
2,1024,0.3,512,0.131126462549167
3,1024,0.3,512,0.131126462549167
4,1024,0.3,512,0.131126462549167
5,1024,0.3,512,0.131126462549167
1,1024,0.2,512,0.131126584234598
2,1024,0.2,512,0.131126584234598
3,1024,0.2,512,0.131126584234598
4,1024,0.2,512,0.131126584234598
5,1024,0.2,512,0.131126584234598
1,1024,0.1,512,0.131130537096757
2,1024,0.1,512,0.131130537096757
3,1024,0.1,512,0.131130537096757
4,1024,0.1,512,0.131130537096757
5,1024,0.1,512,0.131130537096757
1,1024,0.4,512,0.131130796648821
2,1024,0.4,512,0.131130796648821
3,1024,0.4,512,0.131130796648821
4,1024,0.4,512,0.131130796648821
5,1024,0.4,512,0.131130796648821
1,1024,0.6,512,0.131131636895453
2,1024,0.6,512,0.131131636895453
3,1024,0.6,512,0.131131636895453
4,1024,0.6,512,0.131131636895453
5,1024,0.6,512,0.131131636895453
1,1024,0.9,512,0.131135569997405
2,1024,0.9,512,0.131135569997405
3,1024,0.9,512,0.131135569997405
4,1024,0.9,512,0.131135569997405
5,1024,0.9,512,0.131135569997405
1,256,0.8,256,0.131652217547977
2,256,0.8,256,0.131652217547977
3,256,0.8,256,0.131652217547977
4,256,0.8,256,0.131652217547977
5,256,0.8,256,0.131652217547977
1,256,0.6,256,0.131658121201303
2,256,0.6,256,0.131658121201303
3,256,0.6,256,0.131658121201303
4,256,0.6,256,0.131658121201303
5,256,0.6,256,0.131658121201303
1,256,0.7,256,0.131661209289484
2,256,0.7,256,0.131661209289484
3,256,0.7,256,0.131661209289484
4,256,0.7,256,0.131661209289484
5,256,0.7,256,0.131661209289484
1,256,0.9,256,0.131679716646754
2,256,0.9,256,0.131679716646754
3,256,0.9,256,0.131679716646754
4,256,0.9,256,0.131679716646754
5,256,0.9,256,0.131679716646754
1,256,0.5,256,0.131692119476426
2,256,0.5,256,0.131692119476426
3,256,0.5,256,0.131692119476426
4,256,0.5,256,0.131692119476426
5,256,0.5,256,0.131692119476426
1,256,0.4,256,0.131708139764864
2,256,0.4,256,0.131708139764864
3,256,0.4,256,0.131708139764864
4,256,0.4,256,0.131708139764864
5,256,0.4,256,0.131708139764864
1,1024,0.5,64,0.132866209543012
2,1024,0.5,64,0.132866209543012
3,1024,0.5,64,0.132866209543012
4,1024,0.5,64,0.132866209543012
5,1024,0.5,64,0.132866209543012
1,256,0.3,256,0.133098721716053
2,256,0.3,256,0.133098721716053
3,256,0.3,256,0.133098721716053
4,256,0.3,256,0.133098721716053
5,256,0.3,256,0.133098721716053
1,2048,0.8,16,0.133714708574554
2,2048,0.8,16,0.133714708574554
3,2048,0.8,16,0.133714708574554
4,2048,0.8,16,0.133714708574554
5,2048,0.8,16,0.133714708574554
1,2048,0.9,16,0.134154535296906
2,2048,0.9,16,0.134154535296906
3,2048,0.9,16,0.134154535296906
4,2048,0.9,16,0.134154535296906
5,2048,0.9,16,0.134154535296906
1,2048,0.9,8,0.134902400351362
2,2048,0.9,8,0.134902400351362
3,2048,0.9,8,0.134902400351362
4,2048,0.9,8,0.134902400351362
5,2048,0.9,8,0.134902400351362
1,4096,0.9,32,0.135182595374501
2,4096,0.9,32,0.135182595374501
3,4096,0.9,32,0.135182595374501
4,4096,0.9,32,0.135182595374501
5,4096,0.9,32,0.135182595374501
1,4096,0.8,32,0.135266359122121
2,4096,0.8,32,0.135266359122121
3,4096,0.8,32,0.135266359122121
4,4096,0.8,32,0.135266359122121
5,4096,0.8,32,0.135266359122121
1,4096,0.8,512,0.135298727831901
2,4096,0.8,512,0.135298727831901
3,4096,0.8,512,0.135298727831901
4,4096,0.8,512,0.135298727831901
5,4096,0.8,512,0.135298727831901
1,4096,0.7,512,0.135308648231443
2,4096,0.7,512,0.135308648231443
3,4096,0.7,512,0.135308648231443
4,4096,0.7,512,0.135308648231443
5,4096,0.7,512,0.135308648231443
1,4096,0.5,512,0.135315530954197
2,4096,0.5,512,0.135315530954197
3,4096,0.5,512,0.135315530954197
4,4096,0.5,512,0.135315530954197
5,4096,0.5,512,0.135315530954197
1,4096,0.9,512,0.13531920567625
2,4096,0.9,512,0.13531920567625
3,4096,0.9,512,0.13531920567625
4,4096,0.9,512,0.13531920567625
5,4096,0.9,512,0.13531920567625
1,4096,0.6,512,0.135323592777005
2,4096,0.6,512,0.135323592777005
3,4096,0.6,512,0.135323592777005
4,4096,0.6,512,0.135323592777005
5,4096,0.6,512,0.135323592777005
1,4096,0.3,512,0.13532360774022
2,4096,0.3,512,0.13532360774022
3,4096,0.3,512,0.13532360774022
4,4096,0.3,512,0.13532360774022
5,4096,0.3,512,0.13532360774022
1,4096,0.4,512,0.135331479261411
2,4096,0.4,512,0.135331479261411
3,4096,0.4,512,0.135331479261411
4,4096,0.4,512,0.135331479261411
5,4096,0.4,512,0.135331479261411
1,4096,0.2,512,0.135332163665718
2,4096,0.2,512,0.135332163665718
3,4096,0.2,512,0.135332163665718
4,4096,0.2,512,0.135332163665718
5,4096,0.2,512,0.135332163665718
1,4096,0.1,512,0.135337840671833
2,4096,0.1,512,0.135337840671833
3,4096,0.1,512,0.135337840671833
4,4096,0.1,512,0.135337840671833
5,4096,0.1,512,0.135337840671833
1,512,0.2,256,0.136114577924969
2,512,0.2,256,0.136114577924969
3,512,0.2,256,0.136114577924969
4,512,0.2,256,0.136114577924969
5,512,0.2,256,0.136114577924969
1,4096,0.7,32,0.13788477661337
2,4096,0.7,32,0.13788477661337
3,4096,0.7,32,0.13788477661337
4,4096,0.7,32,0.13788477661337
5,4096,0.7,32,0.13788477661337
1,4096,0.6,8,0.141186084111811
2,4096,0.6,8,0.141186084111811
3,4096,0.6,8,0.141186084111811
4,4096,0.6,8,0.141186084111811
5,4096,0.6,8,0.141186084111811
1,4096,0.6,32,0.144091863564824
2,4096,0.6,32,0.144091863564824
3,4096,0.6,32,0.144091863564824
4,4096,0.6,32,0.144091863564824
5,4096,0.6,32,0.144091863564824
1,512,0.7,512,0.144112417191493
2,512,0.7,512,0.144112417191493
3,512,0.7,512,0.144112417191493
4,512,0.7,512,0.144112417191493
5,512,0.7,512,0.144112417191493
1,512,0.5,512,0.144113054883425
2,512,0.5,512,0.144113054883425
3,512,0.5,512,0.144113054883425
4,512,0.5,512,0.144113054883425
5,512,0.5,512,0.144113054883425
1,512,0.3,512,0.144120298226853
2,512,0.3,512,0.144120298226853
3,512,0.3,512,0.144120298226853
4,512,0.3,512,0.144120298226853
5,512,0.3,512,0.144120298226853
1,512,0.4,512,0.14412167147857
2,512,0.4,512,0.14412167147857
3,512,0.4,512,0.14412167147857
4,512,0.4,512,0.14412167147857
5,512,0.4,512,0.14412167147857
1,512,0.8,512,0.144129557071299
2,512,0.8,512,0.144129557071299
3,512,0.8,512,0.144129557071299
4,512,0.8,512,0.144129557071299
5,512,0.8,512,0.144129557071299
1,512,0.9,512,0.144134698925052
2,512,0.9,512,0.144134698925052
3,512,0.9,512,0.144134698925052
4,512,0.9,512,0.144134698925052
5,512,0.9,512,0.144134698925052
1,512,0.6,512,0.144135619863395
2,512,0.6,512,0.144135619863395
3,512,0.6,512,0.144135619863395
4,512,0.6,512,0.144135619863395
5,512,0.6,512,0.144135619863395
1,512,0.2,512,0.144136973152688
2,512,0.2,512,0.144136973152688
3,512,0.2,512,0.144136973152688
4,512,0.2,512,0.144136973152688
5,512,0.2,512,0.144136973152688
1,1024,0.1,256,0.14467306620598
2,1024,0.1,256,0.14467306620598
3,1024,0.1,256,0.14467306620598
4,1024,0.1,256,0.14467306620598
5,1024,0.1,256,0.14467306620598
1,4096,0.7,16,0.144757548261912
2,4096,0.7,16,0.144757548261912
3,4096,0.7,16,0.144757548261912
4,4096,0.7,16,0.144757548261912
5,4096,0.7,16,0.144757548261912
1,512,0.1,512,0.14495808128735
2,512,0.1,512,0.14495808128735
3,512,0.1,512,0.14495808128735
4,512,0.1,512,0.14495808128735
5,512,0.1,512,0.14495808128735
1,1024,0.4,64,0.148590431602592
2,1024,0.4,64,0.148590431602592
3,1024,0.4,64,0.148590431602592
4,1024,0.4,64,0.148590431602592
5,1024,0.4,64,0.148590431602592
1,256,0.9,128,0.149524459502248
2,256,0.9,128,0.149524459502248
3,256,0.9,128,0.149524459502248
4,256,0.9,128,0.149524459502248
5,256,0.9,128,0.149524459502248
1,256,0.8,128,0.149528663593818
2,256,0.8,128,0.149528663593818
3,256,0.8,128,0.149528663593818
4,256,0.8,128,0.149528663593818
5,256,0.8,128,0.149528663593818
1,256,0.7,128,0.149542776158812
2,256,0.7,128,0.149542776158812
3,256,0.7,128,0.149542776158812
4,256,0.7,128,0.149542776158812
5,256,0.7,128,0.149542776158812
1,4096,0.5,8,0.149553095124968
