"lag","cost","nu","gamma","corr_pred"
4,2048,0.3,256,0.125994172830549
5,2048,0.3,256,0.125994172830549
1,2048,0.5,256,0.12599919409338
2,2048,0.5,256,0.12599919409338
3,2048,0.5,256,0.12599919409338
4,2048,0.5,256,0.12599919409338
5,2048,0.5,256,0.12599919409338
1,2048,0.4,256,0.126015152098051
2,2048,0.4,256,0.126015152098051
3,2048,0.4,256,0.126015152098051
4,2048,0.4,256,0.126015152098051
5,2048,0.4,256,0.126015152098051
1,2048,0.5,128,0.126454040439111
2,2048,0.5,128,0.126454040439111
3,2048,0.5,128,0.126454040439111
4,2048,0.5,128,0.126454040439111
5,2048,0.5,128,0.126454040439111
1,2048,0.9,128,0.126504526412708
2,2048,0.9,128,0.126504526412708
3,2048,0.9,128,0.126504526412708
4,2048,0.9,128,0.126504526412708
5,2048,0.9,128,0.126504526412708
1,2048,0.6,128,0.126508315162733
2,2048,0.6,128,0.126508315162733
3,2048,0.6,128,0.126508315162733
4,2048,0.6,128,0.126508315162733
5,2048,0.6,128,0.126508315162733
1,2048,0.8,128,0.126525384477364
2,2048,0.8,128,0.126525384477364
3,2048,0.8,128,0.126525384477364
4,2048,0.8,128,0.126525384477364
5,2048,0.8,128,0.126525384477364
1,2048,0.4,128,0.126580073578852
2,2048,0.4,128,0.126580073578852
3,2048,0.4,128,0.126580073578852
4,2048,0.4,128,0.126580073578852
5,2048,0.4,128,0.126580073578852
1,2048,0.7,128,0.126581698992347
2,2048,0.7,128,0.126581698992347
3,2048,0.7,128,0.126581698992347
4,2048,0.7,128,0.126581698992347
5,2048,0.7,128,0.126581698992347
1,4096,0.2,256,0.129284653362616
2,4096,0.2,256,0.129284653362616
3,4096,0.2,256,0.129284653362616
4,4096,0.2,256,0.129284653362616
5,4096,0.2,256,0.129284653362616
1,4096,0.9,256,0.130575650640284
2,4096,0.9,256,0.130575650640284
3,4096,0.9,256,0.130575650640284
4,4096,0.9,256,0.130575650640284
5,4096,0.9,256,0.130575650640284
1,4096,0.6,256,0.130597593920133
2,4096,0.6,256,0.130597593920133
3,4096,0.6,256,0.130597593920133
4,4096,0.6,256,0.130597593920133
5,4096,0.6,256,0.130597593920133
1,4096,0.7,256,0.130602884617378
2,4096,0.7,256,0.130602884617378
3,4096,0.7,256,0.130602884617378
4,4096,0.7,256,0.130602884617378
5,4096,0.7,256,0.130602884617378
1,4096,0.8,256,0.130616258350945
2,4096,0.8,256,0.130616258350945
3,4096,0.8,256,0.130616258350945
4,4096,0.8,256,0.130616258350945
5,4096,0.8,256,0.130616258350945
1,4096,0.5,256,0.130622346984378
2,4096,0.5,256,0.130622346984378
3,4096,0.5,256,0.130622346984378
4,4096,0.5,256,0.130622346984378
5,4096,0.5,256,0.130622346984378
1,4096,0.4,256,0.130646350939134
2,4096,0.4,256,0.130646350939134
3,4096,0.4,256,0.130646350939134
4,4096,0.4,256,0.130646350939134
5,4096,0.4,256,0.130646350939134
1,4096,0.3,256,0.131760517967329
2,4096,0.3,256,0.131760517967329
3,4096,0.3,256,0.131760517967329
4,4096,0.3,256,0.131760517967329
5,4096,0.3,256,0.131760517967329
1,4096,0.5,32,0.132890380115617
2,4096,0.5,32,0.132890380115617
3,4096,0.5,32,0.132890380115617
4,4096,0.5,32,0.132890380115617
5,4096,0.5,32,0.132890380115617
1,2048,0.2,256,0.13587216996916
2,2048,0.2,256,0.13587216996916
3,2048,0.2,256,0.13587216996916
4,2048,0.2,256,0.13587216996916
5,2048,0.2,256,0.13587216996916
1,2048,0.3,128,0.138331413275116
2,2048,0.3,128,0.138331413275116
3,2048,0.3,128,0.138331413275116
4,2048,0.3,128,0.138331413275116
5,2048,0.3,128,0.138331413275116
1,2048,0.8,32,0.138815651991629
2,2048,0.8,32,0.138815651991629
3,2048,0.8,32,0.138815651991629
4,2048,0.8,32,0.138815651991629
5,2048,0.8,32,0.138815651991629
1,2048,0.7,32,0.138887799634957
2,2048,0.7,32,0.138887799634957
3,2048,0.7,32,0.138887799634957
4,2048,0.7,32,0.138887799634957
5,2048,0.7,32,0.138887799634957
1,2048,0.9,32,0.139062503729387
2,2048,0.9,32,0.139062503729387
3,2048,0.9,32,0.139062503729387
4,2048,0.9,32,0.139062503729387
5,2048,0.9,32,0.139062503729387
1,4096,0.1,128,0.14721565763732
2,4096,0.1,128,0.14721565763732
3,4096,0.1,128,0.14721565763732
4,4096,0.1,128,0.14721565763732
5,4096,0.1,128,0.14721565763732
1,4096,0.4,32,0.15428381583297
2,4096,0.4,32,0.15428381583297
3,4096,0.4,32,0.15428381583297
4,4096,0.4,32,0.15428381583297
5,4096,0.4,32,0.15428381583297
1,2048,0.6,32,0.155511768568943
2,2048,0.6,32,0.155511768568943
3,2048,0.6,32,0.155511768568943
4,2048,0.6,32,0.155511768568943
5,2048,0.6,32,0.155511768568943
1,1024,0.8,256,0.158491141079858
2,1024,0.8,256,0.158491141079858
3,1024,0.8,256,0.158491141079858
4,1024,0.8,256,0.158491141079858
5,1024,0.8,256,0.158491141079858
1,1024,0.9,256,0.158497635154481
2,1024,0.9,256,0.158497635154481
3,1024,0.9,256,0.158497635154481
4,1024,0.9,256,0.158497635154481
5,1024,0.9,256,0.158497635154481
1,1024,0.3,256,0.158502864364856
2,1024,0.3,256,0.158502864364856
3,1024,0.3,256,0.158502864364856
4,1024,0.3,256,0.158502864364856
5,1024,0.3,256,0.158502864364856
1,1024,0.4,256,0.158503769274121
2,1024,0.4,256,0.158503769274121
3,1024,0.4,256,0.158503769274121
4,1024,0.4,256,0.158503769274121
5,1024,0.4,256,0.158503769274121
1,1024,0.5,256,0.158508057609264
2,1024,0.5,256,0.158508057609264
3,1024,0.5,256,0.158508057609264
4,1024,0.5,256,0.158508057609264
5,1024,0.5,256,0.158508057609264
1,1024,0.6,256,0.158533090855406
2,1024,0.6,256,0.158533090855406
3,1024,0.6,256,0.158533090855406
4,1024,0.6,256,0.158533090855406
5,1024,0.6,256,0.158533090855406
1,1024,0.7,256,0.158533799659709
2,1024,0.7,256,0.158533799659709
3,1024,0.7,256,0.158533799659709
4,1024,0.7,256,0.158533799659709
5,1024,0.7,256,0.158533799659709
1,4096,0.7,64,0.160229350104249
2,4096,0.7,64,0.160229350104249
3,4096,0.7,64,0.160229350104249
4,4096,0.7,64,0.160229350104249
5,4096,0.7,64,0.160229350104249
1,4096,0.9,64,0.1603562445183
2,4096,0.9,64,0.1603562445183
3,4096,0.9,64,0.1603562445183
4,4096,0.9,64,0.1603562445183
5,4096,0.9,64,0.1603562445183
1,4096,0.6,64,0.160473763757101
2,4096,0.6,64,0.160473763757101
3,4096,0.6,64,0.160473763757101
4,4096,0.6,64,0.160473763757101
5,4096,0.6,64,0.160473763757101
1,4096,0.8,64,0.160587911415902
2,4096,0.8,64,0.160587911415902
3,4096,0.8,64,0.160587911415902
4,4096,0.8,64,0.160587911415902
5,4096,0.8,64,0.160587911415902
1,4096,0.5,64,0.164695325857167
2,4096,0.5,64,0.164695325857167
3,4096,0.5,64,0.164695325857167
4,4096,0.5,64,0.164695325857167
5,4096,0.5,64,0.164695325857167
1,4096,0.4,64,0.166916044627981
2,4096,0.4,64,0.166916044627981
3,4096,0.4,64,0.166916044627981
4,4096,0.4,64,0.166916044627981
5,4096,0.4,64,0.166916044627981
1,1024,0.2,256,0.177553445494803
2,1024,0.2,256,0.177553445494803
3,1024,0.2,256,0.177553445494803
4,1024,0.2,256,0.177553445494803
5,1024,0.2,256,0.177553445494803
1,4096,0.1,256,0.178496139796634
2,4096,0.1,256,0.178496139796634
3,4096,0.1,256,0.178496139796634
4,4096,0.1,256,0.178496139796634
5,4096,0.1,256,0.178496139796634
1,2048,0.5,32,0.180951407170536
2,2048,0.5,32,0.180951407170536
3,2048,0.5,32,0.180951407170536
4,2048,0.5,32,0.180951407170536
5,2048,0.5,32,0.180951407170536
1,4096,0.7,512,0.183051534920311
2,4096,0.7,512,0.183051534920311
3,4096,0.7,512,0.183051534920311
4,4096,0.7,512,0.183051534920311
5,4096,0.7,512,0.183051534920311
1,4096,0.9,512,0.183076698614174
2,4096,0.9,512,0.183076698614174
3,4096,0.9,512,0.183076698614174
4,4096,0.9,512,0.183076698614174
5,4096,0.9,512,0.183076698614174
1,4096,0.8,512,0.18308347570126
2,4096,0.8,512,0.18308347570126
3,4096,0.8,512,0.18308347570126
4,4096,0.8,512,0.18308347570126
5,4096,0.8,512,0.18308347570126
1,4096,0.5,512,0.183088434350912
2,4096,0.5,512,0.183088434350912
3,4096,0.5,512,0.183088434350912
4,4096,0.5,512,0.183088434350912
5,4096,0.5,512,0.183088434350912
1,4096,0.3,512,0.183106979254285
2,4096,0.3,512,0.183106979254285
3,4096,0.3,512,0.183106979254285
4,4096,0.3,512,0.183106979254285
5,4096,0.3,512,0.183106979254285
1,4096,0.4,512,0.183122938375443
2,4096,0.4,512,0.183122938375443
3,4096,0.4,512,0.183122938375443
4,4096,0.4,512,0.183122938375443
5,4096,0.4,512,0.183122938375443
1,4096,0.6,512,0.183123812390357
2,4096,0.6,512,0.183123812390357
3,4096,0.6,512,0.183123812390357
4,4096,0.6,512,0.183123812390357
5,4096,0.6,512,0.183123812390357
1,4096,0.1,512,0.183142970193811
2,4096,0.1,512,0.183142970193811
3,4096,0.1,512,0.183142970193811
4,4096,0.1,512,0.183142970193811
5,4096,0.1,512,0.183142970193811
1,4096,0.2,512,0.183148626740694
2,4096,0.2,512,0.183148626740694
3,4096,0.2,512,0.183148626740694
4,4096,0.2,512,0.183148626740694
5,4096,0.2,512,0.183148626740694
1,1024,0.8,128,0.185762280023668
2,1024,0.8,128,0.185762280023668
3,1024,0.8,128,0.185762280023668
4,1024,0.8,128,0.185762280023668
5,1024,0.8,128,0.185762280023668
1,1024,0.7,128,0.185765493506137
2,1024,0.7,128,0.185765493506137
3,1024,0.7,128,0.185765493506137
4,1024,0.7,128,0.185765493506137
5,1024,0.7,128,0.185765493506137
1,1024,0.9,128,0.185772693173831
2,1024,0.9,128,0.185772693173831
3,1024,0.9,128,0.185772693173831
4,1024,0.9,128,0.185772693173831
5,1024,0.9,128,0.185772693173831
1,1024,0.6,128,0.1857942974422
2,1024,0.6,128,0.1857942974422
3,1024,0.6,128,0.1857942974422
4,1024,0.6,128,0.1857942974422
5,1024,0.6,128,0.1857942974422
1,1024,0.5,128,0.185845862008105
2,1024,0.5,128,0.185845862008105
3,1024,0.5,128,0.185845862008105
4,1024,0.5,128,0.185845862008105
5,1024,0.5,128,0.185845862008105
1,1024,0.4,128,0.188198218936706
2,1024,0.4,128,0.188198218936706
3,1024,0.4,128,0.188198218936706
4,1024,0.4,128,0.188198218936706
5,1024,0.4,128,0.188198218936706
1,4096,0.3,32,0.198017756773246
2,4096,0.3,32,0.198017756773246
3,4096,0.3,32,0.198017756773246
4,4096,0.3,32,0.198017756773246
5,4096,0.3,32,0.198017756773246
1,2048,0.4,32,0.201371621121002
2,2048,0.4,32,0.201371621121002
3,2048,0.4,32,0.201371621121002
4,2048,0.4,32,0.201371621121002
5,2048,0.4,32,0.201371621121002
1,2048,0.2,128,0.201885505426696
2,2048,0.2,128,0.201885505426696
3,2048,0.2,128,0.201885505426696
4,2048,0.2,128,0.201885505426696
5,2048,0.2,128,0.201885505426696
1,4096,0.3,64,0.203673446646062
2,4096,0.3,64,0.203673446646062
3,4096,0.3,64,0.203673446646062
4,4096,0.3,64,0.203673446646062
5,4096,0.3,64,0.203673446646062
1,1024,0.9,32,0.204106322580063
2,1024,0.9,32,0.204106322580063
3,1024,0.9,32,0.204106322580063
4,1024,0.9,32,0.204106322580063
5,1024,0.9,32,0.204106322580063
1,1024,0.8,32,0.204136238140724
2,1024,0.8,32,0.204136238140724
3,1024,0.8,32,0.204136238140724
4,1024,0.8,32,0.204136238140724
5,1024,0.8,32,0.204136238140724
1,1024,0.7,32,0.204667504818854
2,1024,0.7,32,0.204667504818854
3,1024,0.7,32,0.204667504818854
4,1024,0.7,32,0.204667504818854
5,1024,0.7,32,0.204667504818854
1,512,0.5,256,0.206116098398609
2,512,0.5,256,0.206116098398609
3,512,0.5,256,0.206116098398609
4,512,0.5,256,0.206116098398609
5,512,0.5,256,0.206116098398609
1,512,0.3,256,0.206128510166342
2,512,0.3,256,0.206128510166342
3,512,0.3,256,0.206128510166342
4,512,0.3,256,0.206128510166342
5,512,0.3,256,0.206128510166342
1,512,0.6,256,0.206133419111216
2,512,0.6,256,0.206133419111216
3,512,0.6,256,0.206133419111216
4,512,0.6,256,0.206133419111216
5,512,0.6,256,0.206133419111216
1,512,0.9,256,0.206139115031363
2,512,0.9,256,0.206139115031363
3,512,0.9,256,0.206139115031363
4,512,0.9,256,0.206139115031363
5,512,0.9,256,0.206139115031363
1,512,0.7,256,0.206141827949194
2,512,0.7,256,0.206141827949194
3,512,0.7,256,0.206141827949194
4,512,0.7,256,0.206141827949194
5,512,0.7,256,0.206141827949194
1,512,0.4,256,0.206149551068568
2,512,0.4,256,0.206149551068568
3,512,0.4,256,0.206149551068568
4,512,0.4,256,0.206149551068568
5,512,0.4,256,0.206149551068568
1,512,0.8,256,0.206176095234152
2,512,0.8,256,0.206176095234152
3,512,0.8,256,0.206176095234152
4,512,0.8,256,0.206176095234152
5,512,0.8,256,0.206176095234152
1,2048,0.4,512,0.209890993111198
2,2048,0.4,512,0.209890993111198
3,2048,0.4,512,0.209890993111198
4,2048,0.4,512,0.209890993111198
5,2048,0.4,512,0.209890993111198
1,2048,0.2,512,0.209893983703562
2,2048,0.2,512,0.209893983703562
3,2048,0.2,512,0.209893983703562
4,2048,0.2,512,0.209893983703562
5,2048,0.2,512,0.209893983703562
1,2048,0.7,512,0.209895636890438
2,2048,0.7,512,0.209895636890438
3,2048,0.7,512,0.209895636890438
4,2048,0.7,512,0.209895636890438
5,2048,0.7,512,0.209895636890438
1,2048,0.5,512,0.209896547192108
2,2048,0.5,512,0.209896547192108
3,2048,0.5,512,0.209896547192108
4,2048,0.5,512,0.209896547192108
5,2048,0.5,512,0.209896547192108
1,2048,0.8,512,0.209899174062728
2,2048,0.8,512,0.209899174062728
3,2048,0.8,512,0.209899174062728
4,2048,0.8,512,0.209899174062728
5,2048,0.8,512,0.209899174062728
1,2048,0.6,512,0.209903271386307
2,2048,0.6,512,0.209903271386307
3,2048,0.6,512,0.209903271386307
4,2048,0.6,512,0.209903271386307
5,2048,0.6,512,0.209903271386307
1,2048,0.3,512,0.20990546618055
2,2048,0.3,512,0.20990546618055
3,2048,0.3,512,0.20990546618055
4,2048,0.3,512,0.20990546618055
5,2048,0.3,512,0.20990546618055
1,2048,0.9,512,0.209924547777485
2,2048,0.9,512,0.209924547777485
3,2048,0.9,512,0.209924547777485
4,2048,0.9,512,0.209924547777485
5,2048,0.9,512,0.209924547777485
1,2048,0.1,512,0.2099460045896
2,2048,0.1,512,0.2099460045896
3,2048,0.1,512,0.2099460045896
4,2048,0.1,512,0.2099460045896
5,2048,0.1,512,0.2099460045896
1,2048,0.6,64,0.213962839058808
2,2048,0.6,64,0.213962839058808
3,2048,0.6,64,0.213962839058808
4,2048,0.6,64,0.213962839058808
5,2048,0.6,64,0.213962839058808
1,1024,0.6,32,0.214659544214047
2,1024,0.6,32,0.214659544214047
3,1024,0.6,32,0.214659544214047
4,1024,0.6,32,0.214659544214047
5,1024,0.6,32,0.214659544214047
1,2048,0.7,64,0.214766673785785
2,2048,0.7,64,0.214766673785785
3,2048,0.7,64,0.214766673785785
4,2048,0.7,64,0.214766673785785
5,2048,0.7,64,0.214766673785785
1,2048,0.9,64,0.214851220138852
2,2048,0.9,64,0.214851220138852
3,2048,0.9,64,0.214851220138852
4,2048,0.9,64,0.214851220138852
5,2048,0.9,64,0.214851220138852
1,2048,0.8,64,0.214852536751397
2,2048,0.8,64,0.214852536751397
3,2048,0.8,64,0.214852536751397
4,2048,0.8,64,0.214852536751397
5,2048,0.8,64,0.214852536751397
1,2048,0.5,64,0.216811198706639
2,2048,0.5,64,0.216811198706639
3,2048,0.5,64,0.216811198706639
4,2048,0.5,64,0.216811198706639
5,2048,0.5,64,0.216811198706639
1,1024,0.3,128,0.217846004619612
2,1024,0.3,128,0.217846004619612
3,1024,0.3,128,0.217846004619612
4,1024,0.3,128,0.217846004619612
5,1024,0.3,128,0.217846004619612
1,2048,0.1,256,0.221136936008466
2,2048,0.1,256,0.221136936008466
3,2048,0.1,256,0.221136936008466
4,2048,0.1,256,0.221136936008466
5,2048,0.1,256,0.221136936008466
1,2048,0.4,64,0.224605047710247
2,2048,0.4,64,0.224605047710247
3,2048,0.4,64,0.224605047710247
4,2048,0.4,64,0.224605047710247
5,2048,0.4,64,0.224605047710247
1,4096,0.2,32,0.22655924398342
2,4096,0.2,32,0.22655924398342
3,4096,0.2,32,0.22655924398342
4,4096,0.2,32,0.22655924398342
5,4096,0.2,32,0.22655924398342
1,4096,0.1,64,0.229691670643944
2,4096,0.1,64,0.229691670643944
3,4096,0.1,64,0.229691670643944
4,4096,0.1,64,0.229691670643944
5,4096,0.1,64,0.229691670643944
1,2048,0.1,128,0.231806641580864
2,2048,0.1,128,0.231806641580864
3,2048,0.1,128,0.231806641580864
4,2048,0.1,128,0.231806641580864
5,2048,0.1,128,0.231806641580864
1,512,0.2,256,0.236104331471232
2,512,0.2,256,0.236104331471232
3,512,0.2,256,0.236104331471232
4,512,0.2,256,0.236104331471232
5,512,0.2,256,0.236104331471232
1,1024,0.8,512,0.238301869502957
2,1024,0.8,512,0.238301869502957
3,1024,0.8,512,0.238301869502957
4,1024,0.8,512,0.238301869502957
5,1024,0.8,512,0.238301869502957
1,1024,0.7,512,0.238310651276748
2,1024,0.7,512,0.238310651276748
3,1024,0.7,512,0.238310651276748
4,1024,0.7,512,0.238310651276748
5,1024,0.7,512,0.238310651276748
1,1024,0.9,512,0.238317228109803
2,1024,0.9,512,0.238317228109803
3,1024,0.9,512,0.238317228109803
4,1024,0.9,512,0.238317228109803
5,1024,0.9,512,0.238317228109803
1,1024,0.5,512,0.238323186353455
2,1024,0.5,512,0.238323186353455
3,1024,0.5,512,0.238323186353455
4,1024,0.5,512,0.238323186353455
5,1024,0.5,512,0.238323186353455
1,1024,0.4,512,0.238324562186365
2,1024,0.4,512,0.238324562186365
3,1024,0.4,512,0.238324562186365
4,1024,0.4,512,0.238324562186365
5,1024,0.4,512,0.238324562186365
1,1024,0.6,512,0.238325013638445
2,1024,0.6,512,0.238325013638445
3,1024,0.6,512,0.238325013638445
4,1024,0.6,512,0.238325013638445
5,1024,0.6,512,0.238325013638445
1,1024,0.3,512,0.238361328221818
2,1024,0.3,512,0.238361328221818
3,1024,0.3,512,0.238361328221818
4,1024,0.3,512,0.238361328221818
5,1024,0.3,512,0.238361328221818
1,1024,0.2,512,0.238366825182591
2,1024,0.2,512,0.238366825182591
3,1024,0.2,512,0.238366825182591
4,1024,0.2,512,0.238366825182591
5,1024,0.2,512,0.238366825182591
1,1024,0.1,512,0.238402029520278
2,1024,0.1,512,0.238402029520278
3,1024,0.1,512,0.238402029520278
4,1024,0.1,512,0.238402029520278
5,1024,0.1,512,0.238402029520278
1,256,0.7,256,0.24524491306569
2,256,0.7,256,0.24524491306569
3,256,0.7,256,0.24524491306569
4,256,0.7,256,0.24524491306569
5,256,0.7,256,0.24524491306569
1,256,0.5,256,0.24524893981098
2,256,0.5,256,0.24524893981098
3,256,0.5,256,0.24524893981098
4,256,0.5,256,0.24524893981098
5,256,0.5,256,0.24524893981098
1,256,0.9,256,0.245255984744389
2,256,0.9,256,0.245255984744389
3,256,0.9,256,0.245255984744389
4,256,0.9,256,0.245255984744389
5,256,0.9,256,0.245255984744389
1,256,0.8,256,0.245256215438111
2,256,0.8,256,0.245256215438111
3,256,0.8,256,0.245256215438111
4,256,0.8,256,0.245256215438111
5,256,0.8,256,0.245256215438111
1,256,0.6,256,0.245262226979885
2,256,0.6,256,0.245262226979885
3,256,0.6,256,0.245262226979885
4,256,0.6,256,0.245262226979885
5,256,0.6,256,0.245262226979885
1,256,0.4,256,0.245295446263532
2,256,0.4,256,0.245295446263532
3,256,0.4,256,0.245295446263532
4,256,0.4,256,0.245295446263532
5,256,0.4,256,0.245295446263532
1,1024,0.5,32,0.245592426104757
2,1024,0.5,32,0.245592426104757
3,1024,0.5,32,0.245592426104757
4,1024,0.5,32,0.245592426104757
5,1024,0.5,32,0.245592426104757
1,512,0.9,128,0.245937109454541
2,512,0.9,128,0.245937109454541
3,512,0.9,128,0.245937109454541
4,512,0.9,128,0.245937109454541
5,512,0.9,128,0.245937109454541
1,512,0.6,128,0.246002529267465
2,512,0.6,128,0.246002529267465
3,512,0.6,128,0.246002529267465
4,512,0.6,128,0.246002529267465
5,512,0.6,128,0.246002529267465
1,512,0.7,128,0.246008992236642
2,512,0.7,128,0.246008992236642
3,512,0.7,128,0.246008992236642
4,512,0.7,128,0.246008992236642
5,512,0.7,128,0.246008992236642
1,512,0.8,128,0.246025284661263
2,512,0.8,128,0.246025284661263
3,512,0.8,128,0.246025284661263
4,512,0.8,128,0.246025284661263
5,512,0.8,128,0.246025284661263
1,512,0.5,128,0.246055438997699
2,512,0.5,128,0.246055438997699
3,512,0.5,128,0.246055438997699
4,512,0.5,128,0.246055438997699
5,512,0.5,128,0.246055438997699
1,2048,0.3,32,0.248341663459869
2,2048,0.3,32,0.248341663459869
3,2048,0.3,32,0.248341663459869
4,2048,0.3,32,0.248341663459869
5,2048,0.3,32,0.248341663459869
1,512,0.4,128,0.250971050977255
2,512,0.4,128,0.250971050977255
3,512,0.4,128,0.250971050977255
4,512,0.4,128,0.250971050977255
5,512,0.4,128,0.250971050977255
1,2048,0.3,64,0.253111452039008
2,2048,0.3,64,0.253111452039008
3,2048,0.3,64,0.253111452039008
4,2048,0.3,64,0.253111452039008
5,2048,0.3,64,0.253111452039008
1,4096,0.2,64,0.253377189624056
2,4096,0.2,64,0.253377189624056
3,4096,0.2,64,0.253377189624056
4,4096,0.2,64,0.253377189624056
5,4096,0.2,64,0.253377189624056
1,4096,0.7,16,0.255525021633849
2,4096,0.7,16,0.255525021633849
3,4096,0.7,16,0.255525021633849
4,4096,0.7,16,0.255525021633849
5,4096,0.7,16,0.255525021633849
1,256,0.3,256,0.255866768822839
2,256,0.3,256,0.255866768822839
3,256,0.3,256,0.255866768822839
4,256,0.3,256,0.255866768822839
5,256,0.3,256,0.255866768822839
1,4096,0.5,16,0.257449857873153
2,4096,0.5,16,0.257449857873153
3,4096,0.5,16,0.257449857873153
4,4096,0.5,16,0.257449857873153
5,4096,0.5,16,0.257449857873153
1,4096,0.4,16,0.258057940549791
2,4096,0.4,16,0.258057940549791
3,4096,0.4,16,0.258057940549791
4,4096,0.4,16,0.258057940549791
5,4096,0.4,16,0.258057940549791
1,512,0.8,512,0.258326719097781
2,512,0.8,512,0.258326719097781
3,512,0.8,512,0.258326719097781
4,512,0.8,512,0.258326719097781
5,512,0.8,512,0.258326719097781
1,512,0.6,512,0.258338589043617
2,512,0.6,512,0.258338589043617
3,512,0.6,512,0.258338589043617
4,512,0.6,512,0.258338589043617
5,512,0.6,512,0.258338589043617
1,512,0.7,512,0.258342245714156
2,512,0.7,512,0.258342245714156
3,512,0.7,512,0.258342245714156
4,512,0.7,512,0.258342245714156
5,512,0.7,512,0.258342245714156
1,512,0.5,512,0.258343001458679
2,512,0.5,512,0.258343001458679
3,512,0.5,512,0.258343001458679
4,512,0.5,512,0.258343001458679
5,512,0.5,512,0.258343001458679
1,512,0.9,512,0.258344908379042
2,512,0.9,512,0.258344908379042
3,512,0.9,512,0.258344908379042
4,512,0.9,512,0.258344908379042
5,512,0.9,512,0.258344908379042
1,512,0.4,512,0.258363789301961
2,512,0.4,512,0.258363789301961
3,512,0.4,512,0.258363789301961
4,512,0.4,512,0.258363789301961
5,512,0.4,512,0.258363789301961
1,512,0.3,512,0.258391429049705
2,512,0.3,512,0.258391429049705
3,512,0.3,512,0.258391429049705
4,512,0.3,512,0.258391429049705
5,512,0.3,512,0.258391429049705
1,512,0.2,512,0.258411906316532
2,512,0.2,512,0.258411906316532
3,512,0.2,512,0.258411906316532
4,512,0.2,512,0.258411906316532
5,512,0.2,512,0.258411906316532
1,1024,0.1,256,0.258780290802395
2,1024,0.1,256,0.258780290802395
3,1024,0.1,256,0.258780290802395
4,1024,0.1,256,0.258780290802395
5,1024,0.1,256,0.258780290802395
1,1024,0.2,128,0.260037338012155
2,1024,0.2,128,0.260037338012155
3,1024,0.2,128,0.260037338012155
4,1024,0.2,128,0.260037338012155
5,1024,0.2,128,0.260037338012155
